Date,Cases Rate - Total,Deaths Rate - Total,Hospitalizations Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Hospitalizations Rate -  Age 0-17,Hospitalizations Rate -  Age 18-29,Hospitalizations Rate -  Age 30-39,Hospitalizations Rate -  Age 40-49,Hospitalizations Rate -  Age 50-59,Hospitalizations Rate -  Age 60-69,Hospitalizations Rate -  Age 70-79,Hospitalizations Rate -  Age 80+,Hospitalizations Rate -  Female,Hospitalizations Rate -  Male,Hospitalizations Rate -  Latinx,Hospitalizations Rate -  Asian Non-Latinx,Hospitalizations Rate -  Black Non-Latinx,Hospitalizations Rate -  White Non-Latinx,Hospitalizations Rate -  Other Race Non-Latinx,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx
12-02-2023,10.24,0.05,1.29,6.35,6.95,10.17,10.44,12.92,13.63,18.58,21.25,12.03,8.34,9.16,6.51,12.02,6.83,13.39,0,0,0.03,0.04,0.09,0,0.28,0.54,0.04,0.06,0.06,0,0.04,0.05,0.24,0.55,0.31,0.31,0.85,1.42,2.12,4.32,11.43,1.41,1.16,0.77,0.87,2.26,0.78,1.67,277,1.4,34.9,34.9,38.4,46.4,35.1,40.4,35.9,28.9,17,166.7,110.1,71.1,11.7,94.3,61.4,16,0,0,0.1,0.1,0.3,0,0.4,0.4,0.6,0.9,0.4,0,0.3,0.4,0.3,3,1.7,1.4,2.9,4.4,5.6,6.7,9.1,19.6,15.3,6,1.6,17.7,7,2
07-11-2022,32.53,0.05,1.47,20.19,31.57,38.69,39.1,39.03,33.9,30.81,34.47,35.76,29.08,25.94,35.03,26.45,23.24,35.63,0,0,0,0,0,0.16,0.18,0.71,0.03,0.06,0.04,0,0.07,0.05,0,0.47,0.49,0.69,0.68,1.64,2.72,4.51,12.14,1.4,1.54,1.01,1.43,2.19,1.11,0.84,880.3,1.3,39.7,110.9,174.6,176.6,131.6,122.1,89.1,47.9,27.6,495.7,383.9,201.4,63,207.4,209.1,42.6,0,0,0,0,0,0.4,0.3,0.6,0.4,0.9,0.3,0,0.6,0.4,0,2.6,2.7,3.1,2.3,5.1,7.1,7,9.7,19.4,20.3,7.9,2.6,17.1,10,1
07/25/2022,31.56,0.09,1.51,21.83,29.94,35.75,34.99,37.57,35.15,31.73,35.36,35.51,27.35,25,26.45,30.2,21.78,33.36,0,0,0.06,0,0.09,0.05,0.37,1.43,0.05,0.13,0.04,0,0.2,0.06,0,0.39,0.75,0.91,1.23,1.32,2.66,4.6,10,1.5,1.52,1.2,0.79,2.31,1.08,0.84,854,2.4,40.9,119.9,165.6,163.1,117.7,117.6,92.4,49.3,28.3,492.1,361,194.1,47.6,236.9,196,39.9,0,0,0.3,0,0.3,0.1,0.6,1.1,0.7,1.7,0.3,0,1.6,0.6,0,2.1,4.1,4.1,4.1,4.1,7,7.1,8,20.9,20,9.3,1.4,18.1,9.7,1
07/26/2022,31.4,0.08,1.5,21.65,29.19,35.81,34.6,37.93,35.74,30.35,36.79,35.08,27.47,25.2,26.13,30.57,21.41,33.36,0,0,0.06,0,0.09,0.05,0.37,1.07,0.06,0.1,0.06,0,0.15,0.06,0,0.36,0.75,0.88,1.1,1.37,2.77,4.32,10.72,1.48,1.53,1.25,0.79,2.37,0.98,0.84,849.6,2.1,40.7,118.9,161.4,163.4,116.4,118.7,94,47.1,29.4,486.3,362.6,195.7,47,239.7,192.7,39.9,0,0,0.3,0,0.3,0.1,0.6,0.9,0.9,1.3,0.4,0,1.1,0.6,0,2,4.1,4,3.7,4.3,7.3,6.7,8.6,20.6,20.1,9.7,1.4,18.6,8.9,1
07/27/2022,31.02,0.08,1.4,21.31,28.99,35.94,33.5,36.93,35.47,30.35,36.43,34.97,26.8,24.56,25.66,30.75,21.03,31.93,0,0,0.06,0,0.09,0.05,0.55,0.89,0.08,0.09,0.04,0,0.16,0.08,0,0.39,0.62,0.78,1.1,1.37,2.5,3.95,10.18,1.4,1.41,1.14,0.64,2.19,0.97,0.72,839.3,2.3,38,117,160.3,164,112.7,115.6,93.3,47.1,29.1,484.7,353.7,190.7,46.1,241.1,189.3,38.1,0,0,0.3,0,0.3,0.1,0.9,0.7,1.1,1.1,0.3,0,1.3,0.7,0,2.1,3.4,3.6,3.7,4.3,6.6,6.1,8.1,19.4,18.6,8.9,1.1,17.1,8.7,0.9
07/28/2022,30.51,0.09,1.4,21.26,29.17,35.69,33.16,35.06,34.76,29.15,33.22,34.51,26.24,23.73,24.62,31.18,20.1,31.93,0,0,0.06,0,0.09,0.05,0.55,1.07,0.08,0.1,0.06,0,0.16,0.08,0,0.42,0.65,0.72,1.06,1.28,2.72,3.49,10.89,1.45,1.35,1.09,0.71,2.22,0.98,0.84,825.6,2.4,38,116.7,161.3,162.9,111.6,109.7,91.4,45.3,26.6,478.3,346.3,184.3,44.3,244.6,180.9,38.1,0,0,0.3,0,0.3,0.1,0.9,0.9,1.1,1.3,0.4,0,1.3,0.7,0,2.3,3.6,3.3,3.6,4,7.1,5.4,8.7,20.1,17.9,8.4,1.3,17.4,8.9,1
07/23/2022,32.06,0.07,1.57,22.46,28.99,37.22,37.28,38.48,33.52,32.28,37.33,35.96,27.91,25.84,26.93,29.24,22.25,35.51,0,0,0,0,0.05,0.05,0.28,1.61,0.05,0.1,0.04,0,0.13,0.08,0,0.36,0.9,0.88,1.23,1.6,2.77,4.69,9.64,1.58,1.56,1.14,0.71,2.42,1.21,1.2,867.6,2,42.4,123.3,160.3,169.9,125.4,120.4,88.1,50.1,29.9,498.4,368.4,200.7,48.4,229.3,200.3,42.4,0,0,0,0,0.1,0.1,0.4,1.3,0.7,1.3,0.3,0,1,0.7,0,2,5,4,4.1,5,7.3,7.3,7.7,21.9,20.6,8.9,1.3,19,10.9,1.4
07/24/2022,32.01,0.08,1.54,22.38,29.43,36.47,36.64,38.48,33.79,32.83,38.22,36.03,27.72,25.68,27.17,29.51,22.02,35.4,0,0,0,0,0.05,0.05,0.37,1.79,0.06,0.11,0.04,0,0.16,0.08,0,0.36,0.88,0.85,1.1,1.42,2.72,4.51,10.72,1.58,1.49,1.1,0.79,2.4,1.14,1.08,866.3,2.3,41.6,122.9,162.7,166.4,123.3,120.4,88.9,51,30.6,499.4,365.9,199.4,48.9,231.4,198.1,42.3,0,0,0,0,0.1,0.1,0.6,1.4,0.9,1.4,0.3,0,1.3,0.7,0,2,4.9,3.9,3.7,4.4,7.1,7,8.6,21.9,19.7,8.6,1.4,18.9,10.3,1.3
08-05-2022,28.38,0.04,1.41,18.06,29.19,30.9,30.91,32.14,31.78,33.2,33.22,32.17,24.29,24.11,22.72,25.48,18.98,28.82,0,0,0,0,0.09,0.11,0.09,0.54,0.03,0.05,0.07,0,0.02,0.03,0.12,0.26,0.72,0.59,1.1,1.14,2.77,4.6,10.36,1.37,1.45,0.83,0.64,2.44,1,1.2,767.9,1.1,38.1,99.1,161.4,141,104,100.6,83.6,51.6,26.6,445.9,320.6,187.3,40.9,199.9,170.9,34.4,0,0,0,0,0.3,0.3,0.1,0.4,0.4,0.7,0.6,0,0.1,0.3,0.1,1.4,4,2.7,3.7,3.6,7.3,7.1,8.3,19,19.1,6.4,1.1,19.1,9,1.4
08-06-2022,28.63,0.04,1.46,18.76,29.25,30.65,31.42,32.59,31.56,33.57,34.11,32.16,24.82,24.89,22.64,25.26,19.05,30.97,0,0,0,0,0.05,0.11,0.09,0.71,0.03,0.05,0.07,0,0.02,0.05,0,0.31,0.72,0.59,1.36,1.28,2.5,4.97,10.36,1.35,1.58,0.99,0.4,2.46,1.05,1.08,774.7,1.1,39.6,103,161.7,139.9,105.7,102,83,52.1,27.3,445.7,327.6,193.3,40.7,198.1,171.4,37,0,0,0,0,0.1,0.3,0.1,0.6,0.4,0.7,0.6,0,0.1,0.4,0,1.7,4,2.7,4.6,4,6.6,7.7,8.3,18.7,20.9,7.7,0.7,19.3,9.4,1.3
08-08-2022,28.38,0.04,1.52,17.8,29.4,30.52,31.25,32.09,31.61,32.37,36.61,31.37,25.12,25.4,23.51,24.75,18.33,29.66,0,0,0,0,0.09,0.11,0,0.71,0.03,0.05,0.07,0,0.02,0.05,0,0.39,0.7,0.69,1.4,1.32,2.34,5.43,10.72,1.44,1.6,1.01,0.32,2.64,1.05,0.96,767.9,1.1,41.1,97.7,162.6,139.3,105.1,100.4,83.1,50.3,29.3,434.9,331.6,197.3,42.3,194.1,165,35.4,0,0,0,0,0.3,0.3,0,0.6,0.4,0.7,0.6,0,0.1,0.4,0,2.1,3.9,3.1,4.7,4.1,6.1,8.4,8.6,20,21.1,7.9,0.6,20.7,9.4,1.1
08/26/2022,21.11,0.07,1.47,16.03,18.91,21.88,23.86,24.6,22.71,22.62,32.86,24.03,17.93,19.09,16.05,18.43,14.05,26.55,0,0.03,0,0,0.05,0.11,0.18,1.25,0.05,0.09,0.04,0,0.09,0.1,0,0.29,0.49,1,1.02,1.42,2.93,2.85,13.4,1.46,1.48,1.03,1.03,2.22,1.06,1.32,571.1,1.9,39.9,88,104.6,99.9,80.3,77,59.7,35.1,26.3,333.1,236.7,148.3,28.9,144.6,126.4,31.7,0,0.1,0,0,0.1,0.3,0.3,1,0.7,1.1,0.3,0,0.7,0.9,0,1.6,2.7,4.6,3.4,4.4,7.7,4.4,10.7,20.3,19.6,8,1.9,17.4,9.6,1.6
08/27/2022,21.18,0.06,1.5,16.37,18.99,21.66,24.29,24.38,22.38,23.36,32.51,24.24,17.88,19.09,16.05,18.65,14,26.31,0,0.03,0,0,0.05,0.11,0.18,1.07,0.04,0.09,0.04,0,0.09,0.08,0,0.34,0.49,0.81,0.98,1.46,3.15,3.49,13.04,1.53,1.47,1.05,0.95,2.3,1.06,1.32,573.1,1.7,40.6,89.9,105,98.9,81.7,76.3,58.9,36.3,26,336,236,148.3,28.9,146.3,126,31.4,0,0.1,0,0,0.1,0.3,0.3,0.9,0.6,1.1,0.3,0,0.7,0.7,0,1.9,2.7,3.7,3.3,4.6,8.3,5.4,10.4,21.1,19.4,8.1,1.7,18,9.6,1.6
01/25/2024,5.33,0.06,0.74,4.24,3.44,4.79,5.31,5.66,7.22,7.82,16.61,5.96,4.65,4.36,3.5,5.76,4.32,6.1,0,0,0,0.04,0.05,0.16,0.09,0.89,0.06,0.05,0.02,0.08,0.04,0.1,0.12,0.23,0.21,0.22,0.3,0.59,1.36,3.03,6.79,0.66,0.82,0.5,0.79,1.09,0.57,0.72,144.1,1.6,20,23.3,19,21.9,17.9,17.7,19,12.1,13.3,82.6,61.4,33.9,6.3,45.1,38.9,7.3,0,0,0,0.1,0.1,0.4,0.1,0.7,0.9,0.7,0.1,0.1,0.3,0.9,0.1,1.3,1.1,1,1,1.9,3.6,4.7,5.4,9.1,10.9,3.9,1.4,8.6,5.1,0.9
08/22/2022,21.74,0.07,1.46,14.81,18.6,23.45,24.41,26.2,25.37,25.84,32.33,24.29,18.98,19.26,18.43,18.76,14.49,24.99,0,0,0,0,0.05,0.22,0.09,1.43,0.07,0.08,0.04,0.16,0.04,0.13,0,0.34,0.62,1.06,1.06,1.46,1.96,3.59,12.86,1.48,1.43,1.07,0.71,2.17,1.16,1.32,588.3,2,39.4,81.3,102.9,107,82.1,82,66.7,40.1,25.9,336.7,250.6,149.6,33.1,147.1,130.4,29.9,0,0,0,0,0.1,0.6,0.1,1.1,1,1,0.3,0.3,0.3,1.1,0,1.9,3.4,4.9,3.6,4.6,5.1,5.6,10.3,20.6,18.9,8.3,1.3,17,10.4,1.6
08/23/2022,21.38,0.07,1.47,14.62,18.52,22.92,24.46,25.29,25.31,24.46,31.26,24.23,18.31,19.33,17.08,18.14,14.68,24.15,0,0,0,0,0.05,0.16,0.18,1.43,0.07,0.08,0.04,0.16,0.05,0.11,0,0.42,0.62,1.06,1.19,1.23,2.28,3.31,12.5,1.52,1.43,1.12,0.95,2.06,1.16,1.32,578.4,2,39.9,80.3,102.4,104.6,82.3,79.1,66.6,38,25,335.9,241.7,150.1,30.7,142.3,132.1,28.9,0,0,0,0,0.1,0.4,0.3,1.1,1,1,0.3,0.3,0.4,1,0,2.3,3.4,4.9,4,3.9,6,5.1,10,21,18.9,8.7,1.7,16.1,10.4,1.6
08/24/2022,21.46,0.08,1.46,14.99,18.81,23.6,23.65,24.6,24.66,25.29,31.97,24.45,18.27,20.01,16.92,17.56,15.11,24.99,0,0.03,0,0,0.05,0.16,0.28,1.25,0.06,0.1,0.04,0.08,0.07,0.13,0,0.39,0.57,1,1.15,1.23,2.39,2.94,13.57,1.56,1.36,1.1,0.95,2.02,1.16,1.43,580.6,2.1,39.6,82.3,104,107.7,79.6,77,64.9,39.3,25.6,338.9,241.1,155.4,30.4,137.7,136,29.9,0,0.1,0,0,0.1,0.4,0.4,1,0.9,1.3,0.3,0.1,0.6,1.1,0,2.1,3.1,4.6,3.9,3.9,6.3,4.6,10.9,21.6,18,8.6,1.7,15.9,10.4,1.7
08/25/2022,21.39,0.08,1.52,15.14,19.33,23.57,23.4,25.01,23.41,22.99,33.22,24.37,18.17,19.74,15.49,18.02,14.87,25.95,0,0.03,0,0,0.09,0.16,0.18,1.25,0.07,0.09,0.04,0.08,0.09,0.11,0,0.39,0.52,1.13,1.02,1.37,2.88,2.76,13.93,1.56,1.48,1.12,0.95,2.17,1.24,1.2,578.7,2.1,41.1,83.1,106.9,107.6,78.7,78.3,61.6,35.7,26.6,337.9,239.9,153.3,27.9,141.3,133.9,31,0,0.1,0,0,0.3,0.4,0.3,1,1,1.1,0.3,0.1,0.7,1,0,2.1,2.9,5.1,3.4,4.3,7.6,4.3,11.1,21.6,19.6,8.7,1.7,17,11.1,1.4
09-02-2022,22,0.04,1.36,25.24,16.61,21.29,23.48,23.23,21.46,22.16,31.43,25.05,18.72,21.12,16.28,19.93,14.21,23.08,0,0,0,0.04,0.09,0.05,0.09,0.36,0.04,0.03,0.06,0,0.04,0.03,0,0.36,0.34,0.53,1.02,1.55,2.17,4.6,11.79,1.53,1.19,0.79,0.4,2.08,1.3,1.2,595.3,1,36.9,138.6,91.9,97.1,79,72.7,56.4,34.4,25.1,347.3,247.1,164,29.3,156.3,127.9,27.6,0,0,0,0.1,0.3,0.1,0.1,0.3,0.6,0.4,0.4,0,0.3,0.3,0,2,1.9,2.4,3.4,4.9,5.7,7.1,9.4,21.1,15.7,6.1,0.7,16.3,11.7,1.4
09-03-2022,21.71,0.04,1.34,24.95,16.28,21.04,23.06,22.64,21.29,22.44,31.43,24.77,18.43,20.49,15.81,20.04,14.13,22.84,0,0,0,0.04,0.09,0.05,0.09,0.54,0.04,0.04,0.06,0,0.04,0.05,0,0.34,0.34,0.53,0.93,1.46,2.39,4.69,11.07,1.43,1.24,0.75,0.4,2.02,1.29,1.32,587.4,1.1,36.3,137,90,96,77.6,70.9,56,34.9,25.1,343.3,243.3,159.1,28.4,157.1,127.1,27.3,0,0,0,0.1,0.3,0.1,0.1,0.4,0.6,0.6,0.4,0,0.3,0.4,0,1.9,1.9,2.4,3.1,4.6,6.3,7.3,8.9,19.9,16.4,5.9,0.7,15.9,11.6,1.6
08/28/2022,21.09,0.06,1.5,16.29,19.02,21.73,23.65,24.01,22.49,23.08,33.93,24.22,17.71,19.13,15.97,18.36,14.14,25.47,0,0.03,0,0.04,0.09,0.11,0.18,0.71,0.04,0.09,0.06,0,0.07,0.08,0,0.34,0.47,0.81,0.93,1.37,3.15,3.77,13.4,1.56,1.44,1.01,0.71,2.24,1.24,1.08,570.7,1.7,40.6,89.4,105.1,99.1,79.6,75.1,59.1,35.9,27.1,335.7,233.7,148.6,28.7,144,127.3,30.4,0,0.1,0,0.1,0.3,0.3,0.3,0.6,0.6,1.1,0.4,0,0.6,0.7,0,1.9,2.6,3.7,3.1,4.3,8.3,5.9,10.7,21.6,19,7.9,1.3,17.6,11.1,1.3
08/29/2022,21.52,0.06,1.41,19.28,18.37,21.19,23.86,24.47,22.92,22.07,33.4,24.48,18.32,20.01,15.49,18.91,14.19,24.39,0,0.03,0,0.04,0.09,0,0.18,0.89,0.04,0.08,0.07,0,0.05,0.06,0,0.36,0.39,0.75,0.89,1.42,3.1,3.49,11.79,1.43,1.39,0.9,0.64,2.15,1.13,1.2,582.4,1.6,38.1,105.9,101.6,96.7,80.3,76.6,60.3,34.3,26.7,339.3,241.9,155.4,27.9,148.3,127.7,29.1,0,0.1,0,0.1,0.3,0,0.3,0.7,0.6,1,0.6,0,0.4,0.6,0,2,2.1,3.4,3,4.4,8.1,5.4,9.4,19.9,18.3,7,1.1,16.9,10.1,1.4
08/30/2022,22.07,0.05,1.34,22.2,18.71,20.91,23.82,24.42,21.84,22.9,33.4,25.27,18.58,20.84,15.81,19.84,14.25,24.99,0,0.03,0,0.04,0.09,0,0.09,0.71,0.03,0.06,0.07,0,0.04,0.05,0,0.31,0.39,0.59,0.76,1.42,2.82,3.49,12.14,1.37,1.3,0.83,0.48,2.13,1.05,1.43,597.1,1.3,36.1,121.9,103.4,95.4,80.1,76.4,57.4,35.6,26.7,350.3,245.3,161.9,28.4,155.6,128.3,29.9,0,0.1,0,0.1,0.3,0,0.1,0.6,0.4,0.9,0.6,0,0.3,0.4,0,1.7,2.1,2.7,2.6,4.4,7.4,5.4,9.7,19,17.1,6.4,0.9,16.7,9.4,1.7
02-08-2024,5.55,0.03,0.65,6.4,3.8,4.66,5.52,5.98,6.52,6.16,10.89,6.51,4.51,5.33,2.7,5.66,4.13,6.94,0,0,0,0.04,0,0,0.09,0.71,0.04,0.02,0.04,0,0.05,0.02,0,0.34,0.26,0.22,0.42,0.68,1.3,1.84,4.29,0.66,0.64,0.57,0.32,0.93,0.41,0.96,150.1,0.9,17.6,35.1,21,21.3,18.6,18.7,17.1,9.6,8.7,90.3,59.6,41.4,4.9,44.4,37.1,8.3,0,0,0,0.1,0,0,0.1,0.6,0.6,0.3,0.3,0,0.4,0.1,0,1.9,1.4,1,1.4,2.1,3.4,2.9,3.4,9.1,8.4,4.4,0.6,7.3,3.7,1.1
02-09-2024,5.61,0.03,0.71,6.3,3.69,4.98,5.6,5.75,6.74,7.08,10.54,6.52,4.63,5.26,2.94,6.08,3.94,7.06,0,0,0,0.04,0,0,0,0.89,0.03,0.03,0.04,0,0.05,0.02,0,0.36,0.23,0.28,0.38,0.64,1.52,2.12,5,0.76,0.65,0.61,0.4,0.98,0.48,0.96,151.7,0.9,19.1,34.6,20.4,22.7,18.9,18,17.7,11,8.4,90.4,61.1,40.9,5.3,47.7,35.4,8.4,0,0,0,0.1,0,0,0,0.7,0.4,0.4,0.3,0,0.4,0.1,0,2,1.3,1.3,1.3,2,4,3.3,4,10.6,8.6,4.7,0.7,7.7,4.3,1.1
02-10-2024,5.59,0.03,0.72,6.12,3.75,4.95,5.48,5.61,6.9,7.45,10.72,6.58,4.55,5.13,2.7,6.3,3.97,6.82,0,0,0,0.04,0,0,0,0.71,0.03,0.02,0.04,0,0.04,0.02,0,0.42,0.26,0.28,0.34,0.46,1.47,2.48,5.36,0.79,0.65,0.63,0.4,1.06,0.46,0.96,151.1,0.7,19.6,33.6,20.7,22.6,18.4,17.6,18.1,11.6,8.6,91.1,60,39.9,4.9,49.4,35.7,8.1,0,0,0,0.1,0,0,0,0.6,0.4,0.3,0.3,0,0.3,0.1,0,2.3,1.4,1.3,1.1,1.4,3.9,3.9,4.3,11,8.6,4.9,0.7,8.3,4.1,1.1
02/16/2024,5.3,0.03,0.64,4.66,3.05,4.88,5.82,5.89,6.52,8.28,13.4,6.17,4.37,4.67,3.18,5.88,4.11,6.46,0,0,0,0,0.05,0,0.09,0.54,0.02,0.03,0.04,0,0.04,0.02,0,0.21,0.28,0.31,0.25,0.73,0.71,2.3,5.72,0.7,0.57,0.5,0.16,1.04,0.43,0.72,143.4,0.7,17.3,25.6,16.9,22.3,19.6,18.4,17.1,12.9,10.7,85.6,57.7,36.3,5.7,46.1,37,7.7,0,0,0,0,0.1,0,0.1,0.4,0.3,0.4,0.3,0,0.3,0.1,0,1.1,1.6,1.4,0.9,2.3,1.9,3.6,4.6,9.7,7.6,3.9,0.3,8.1,3.9,0.9
09/16/2022,15.5,0.05,0.94,15.35,11.94,14.43,15.71,17.3,16.57,21.98,23.22,17.57,13.31,14.88,11.36,13.92,10.17,13.63,0,0,0,0,0,0.11,0.28,0.71,0.02,0.08,0.02,0.08,0.07,0.05,0,0.34,0.21,0.56,0.85,0.87,1.2,3.59,7.14,0.82,1.07,0.97,0.56,1.26,0.63,0.72,419.4,1.3,25.6,84.3,66,65.9,52.9,54.1,43.6,34.1,18.6,243.6,175.7,115.6,20.4,109.1,91.6,16.3,0,0,0,0,0,0.3,0.4,0.6,0.3,1,0.1,0.1,0.6,0.4,0,1.9,1.1,2.6,2.9,2.7,3.1,5.6,5.7,11.4,14.1,7.6,1,9.9,5.7,0.9
09/17/2022,15.18,0.04,0.92,15.12,12.17,13.9,15.58,16.3,16.19,20.97,23.22,17.19,13.05,14.51,10.96,13.79,10.05,13.03,0,0,0,0,0,0.05,0.18,0.71,0.02,0.05,0.02,0.08,0.05,0.03,0,0.39,0.18,0.63,0.72,0.68,1.3,3.49,6.79,0.79,1.05,0.86,0.56,1.17,0.67,0.96,410.9,1,24.9,83,67.3,63.4,52.4,51,42.6,32.6,18.6,238.3,172.3,112.7,19.7,108.1,90.4,15.6,0,0,0,0,0,0.1,0.3,0.6,0.3,0.7,0.1,0.1,0.4,0.3,0,2.1,1,2.9,2.4,2.1,3.4,5.4,5.4,11,13.9,6.7,1,9.1,6,1.1
09/18/2022,15.09,0.04,0.94,15.12,12.12,13.52,15.29,16.02,16.51,21.89,22.15,17.19,12.87,14.77,11.04,13.19,10.27,12.68,0,0,0,0,0,0.05,0.28,0.71,0.03,0.05,0.02,0.08,0.07,0.03,0,0.36,0.18,0.69,0.76,0.59,1.41,3.86,6.43,0.82,1.06,0.85,0.48,1.17,0.78,0.96,408.4,1.1,25.4,83,67,61.7,51.4,50.1,43.4,34,17.7,238.3,169.9,114.7,19.9,103.4,92.4,15.1,0,0,0,0,0,0.1,0.4,0.6,0.4,0.7,0.1,0.1,0.6,0.3,0,2,1,3.1,2.6,1.9,3.7,6,5.1,11.4,14,6.6,0.9,9.1,7,1.1
09/19/2022,14.22,0.03,0.96,14.03,12.01,12.49,14.14,14.74,15.97,19.87,22.33,16.44,11.88,13.92,9.53,12.9,10.11,11,0,0,0,0,0,0.05,0.28,0.36,0.02,0.04,0,0.08,0.05,0.03,0,0.34,0.23,0.66,0.64,0.78,1.41,3.95,6.79,0.91,1.02,0.85,0.4,1.35,0.7,0.84,384.9,0.9,26,77,66.4,57,47.6,46.1,42,30.9,17.9,227.9,156.9,108.1,17.1,101.1,91,13.1,0,0,0,0,0,0.1,0.4,0.3,0.3,0.6,0,0.1,0.4,0.3,0,1.9,1.3,3,2.1,2.4,3.7,6.1,5.4,12.6,13.4,6.6,0.7,10.6,6.3,1
02/17/2024,5.29,0.04,0.58,4.48,3.13,4.95,5.77,6.03,6.74,8.09,12.68,6.19,4.33,4.62,3.26,5.81,4.16,6.34,0,0,0,0,0.05,0,0.28,0.54,0.03,0.04,0.06,0,0.05,0.02,0,0.1,0.26,0.38,0.25,0.68,0.65,1.84,5.36,0.63,0.52,0.44,0.24,0.89,0.41,0.6,143.1,1,15.6,24.6,17.3,22.6,19.4,18.9,17.7,12.6,10.1,85.9,57.1,35.9,5.9,45.6,37.4,7.6,0,0,0,0,0.1,0,0.4,0.4,0.4,0.6,0.4,0,0.4,0.1,0,0.6,1.4,1.7,0.9,2.1,1.7,2.9,4.3,8.7,6.9,3.4,0.4,7,3.7,0.7
09/25/2022,12.68,0.06,0.97,11.01,11.06,13.27,12.36,13.97,14.34,14.44,19.29,14.62,10.62,10.96,10.01,12,9.4,11.72,0,0,0,0,0,0,0.18,1.61,0.08,0.03,0.06,0,0.04,0.1,0,0.18,0.44,0.5,0.42,0.96,2.12,3.03,6.97,1.05,0.88,0.68,0.48,1.4,0.76,0.96,343.1,1.6,26.1,60.4,61.1,60.6,41.6,43.7,37.7,22.4,15.4,202.7,140.1,85.1,18,94.1,84.6,14,0,0,0,0,0,0,0.3,1.3,1.1,0.4,0.4,0,0.3,0.9,0,1,2.4,2.3,1.4,3,5.6,4.7,5.6,14.6,11.6,5.3,0.9,11,6.9,1.1
09/26/2022,12.49,0.07,0.89,10.75,10.36,13.24,12.44,13.83,13.91,15.91,18.4,14.19,10.68,10.52,10.17,11.66,9.54,11.48,0,0,0,0.04,0,0,0.18,1.79,0.08,0.05,0.07,0,0.04,0.11,0,0.21,0.39,0.44,0.47,0.68,2.06,2.94,6.25,0.96,0.82,0.53,0.4,1.29,0.79,1.08,338,1.9,24.1,59,57.3,60.4,41.9,43.3,36.6,24.7,14.7,196.7,141,81.7,18.3,91.4,85.9,13.7,0,0,0,0.1,0,0,0.3,1.4,1.1,0.7,0.6,0,0.3,1,0,1.1,2.1,2,1.6,2.1,5.4,4.6,5,13.3,10.9,4.1,0.7,10.1,7.1,1.3
09/27/2022,12.16,0.08,0.88,10.59,9.74,12.77,13.12,13.92,12.93,15.27,16.43,13.65,10.59,10.36,9.69,11.35,9.22,10.28,0,0.03,0,0.04,0,0,0.28,1.79,0.09,0.06,0.07,0,0.07,0.11,0,0.21,0.41,0.47,0.55,0.64,1.74,3.03,6.25,0.89,0.88,0.63,0.24,1.24,0.78,0.96,329,2.1,23.9,58.1,53.9,58.3,44.1,43.6,34,23.7,13.1,189.1,139.7,80.4,17.4,89,83,12.3,0,0.1,0,0.1,0,0,0.4,1.4,1.3,0.9,0.6,0,0.6,1,0,1.1,2.3,2.1,1.9,2,4.6,4.7,5,12.3,11.6,4.9,0.4,9.7,7,1.1
