Date,Cases Rate - Total,Deaths Rate - Total,Hospitalizations Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Hospitalizations Rate -  Age 0-17,Hospitalizations Rate -  Age 18-29,Hospitalizations Rate -  Age 30-39,Hospitalizations Rate -  Age 40-49,Hospitalizations Rate -  Age 50-59,Hospitalizations Rate -  Age 60-69,Hospitalizations Rate -  Age 70-79,Hospitalizations Rate -  Age 80+,Hospitalizations Rate -  Female,Hospitalizations Rate -  Male,Hospitalizations Rate -  Latinx,Hospitalizations Rate -  Asian Non-Latinx,Hospitalizations Rate -  Black Non-Latinx,Hospitalizations Rate -  White Non-Latinx,Hospitalizations Rate -  Other Race Non-Latinx,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx
07-09-2022,28.17,0.05,1.39,16.89,27.57,34.47,33.25,33.37,29.22,27.13,30.54,31.3,24.82,21.81,29.07,23.53,20.86,29.42,0,0,0,0,0,0.11,0.18,0.89,0.03,0.06,0.04,0,0.05,0.06,0,0.42,0.54,0.88,0.47,1.42,2.61,4.32,10.89,1.24,1.55,0.96,1.27,2.08,1.06,0.84,762.3,1.3,37.6,92.7,152.4,157.3,111.9,104.4,76.9,42.1,24.4,433.9,327.6,169.4,52.3,184.6,187.7,35.1,0,0,0,0,0,0.3,0.3,0.7,0.4,0.9,0.3,0,0.4,0.6,0,2.3,3,4,1.6,4.4,6.9,6.7,8.7,17.1,20.4,7.4,2.3,16.3,9.6,1
07/15/2022,30.84,0.07,1.46,19.91,28.03,34.88,37.7,38.66,31.61,33.2,35.54,33.73,27.7,25.57,29.47,26.07,21.86,34.08,0,0,0,0,0.05,0.11,0.18,1.61,0.06,0.09,0,0.24,0.11,0.08,0,0.42,0.59,0.63,1.06,1.37,2.99,4.51,10.54,1.49,1.43,1.09,1.03,1.89,1.32,1.08,834.4,2,39.6,109.3,155,159.1,126.9,121,83.1,51.6,28.4,467.6,365.6,198.6,53,204.4,196.7,40.7,0,0,0,0,0.1,0.3,0.3,1.3,0.9,1.1,0,0.4,0.9,0.7,0,2.3,3.3,2.9,3.6,4.3,7.9,7,8.4,20.7,18.9,8.4,1.9,14.9,11.9,1.3
07/16/2022,30.79,0.07,1.39,19.57,28.32,35,38.38,37.61,31.67,32.28,36.43,33.82,27.5,25.2,29.39,26.74,21.87,32.29,0,0,0,0,0.09,0.05,0.09,1.61,0.07,0.06,0,0.24,0.07,0.1,0,0.34,0.62,0.59,1.02,1.37,2.61,4.23,10.72,1.48,1.3,1.03,0.95,1.84,1.25,0.96,833.3,1.9,37.7,107.4,156.6,159.7,129.1,117.7,83.3,50.1,29.1,468.7,363,195.7,52.9,209.7,196.9,38.6,0,0,0,0,0.3,0.1,0.1,1.3,1,0.9,0,0.4,0.6,0.9,0,1.9,3.4,2.7,3.4,4.3,6.9,6.6,8.6,20.6,17.1,8,1.7,14.4,11.3,1.1
09/13/2022,17.68,0.06,1.03,17.95,13.56,17.16,18.05,21.04,17.65,19.87,27.86,20.06,15.15,16.22,14.54,15.72,11.7,16.62,0,0,0,0.04,0,0.05,0.37,1.07,0.03,0.1,0.04,0.08,0.05,0.1,0,0.34,0.39,0.5,0.72,1.19,1.25,3.59,8.22,0.94,1.13,1.09,0.32,1.33,0.83,0.48,478.3,1.7,27.9,98.6,75,78.3,60.7,65.9,46.4,30.9,22.3,278,200,126,26.1,123.3,105.3,19.9,0,0,0,0.1,0,0.1,0.6,0.9,0.4,1.3,0.3,0.1,0.4,0.9,0,1.9,2.1,2.3,2.4,3.7,3.3,5.6,6.6,13,14.9,8.4,0.6,10.4,7.4,0.6
09/14/2022,16.7,0.07,1,16.26,12.87,16.65,16.73,18.99,17.49,20.97,26.43,19.21,14.05,15.54,13.5,14.48,11.17,16.14,0,0,0,0.04,0,0.11,0.37,1.07,0.03,0.11,0.04,0.16,0.07,0.08,0,0.34,0.39,0.5,0.76,1,1.2,3.68,7.86,0.96,1.05,1.01,0.4,1.29,0.79,0.72,452,1.9,27.1,89.3,71.1,76,56.3,59.4,46,32.6,21.1,266.3,185.4,120.7,24.3,113.6,100.6,19.3,0,0,0,0.1,0,0.3,0.6,0.9,0.4,1.4,0.3,0.3,0.6,0.7,0,1.9,2.1,2.3,2.6,3.1,3.1,5.7,6.3,13.3,13.9,7.9,0.7,10.1,7.1,0.9
09/15/2022,15.75,0.05,0.91,15.27,12.43,14.84,15.84,18.03,16.68,20.97,24.65,17.91,13.46,15.05,12.31,13.81,10.38,14.11,0,0,0,0,0,0.11,0.37,0.71,0.02,0.09,0.02,0.16,0.07,0.05,0,0.29,0.23,0.53,0.72,1,1.14,3.59,6.61,0.81,1.02,0.99,0.4,1.13,0.68,0.6,426.1,1.4,24.7,83.9,68.7,67.7,53.3,56.4,43.9,32.6,19.7,248.3,177.7,116.9,22.1,108.3,93.4,16.9,0,0,0,0,0,0.3,0.6,0.6,0.3,1.1,0.1,0.3,0.6,0.4,0,1.6,1.3,2.4,2.4,3.1,3,5.6,5.3,11.3,13.4,7.7,0.7,8.9,6.1,0.7
09/21/2022,13.17,0.02,0.95,12.54,11.52,11.83,12.95,13.47,14.88,16.74,23.58,15.02,11.2,12.47,10.64,11.79,9.49,11.6,0,0,0,0,0,0,0.09,0.36,0.02,0.01,0.02,0,0.02,0.02,0,0.31,0.28,0.59,0.51,0.91,1.68,3.59,6.43,0.9,1.01,0.75,0.64,1.33,0.71,0.72,356.3,0.4,25.7,68.9,63.7,54,43.6,42.1,39.1,26,18.9,208.1,147.9,96.9,19.1,92.4,85.4,13.9,0,0,0,0,0,0,0.1,0.3,0.3,0.1,0.1,0,0.1,0.1,0,1.7,1.6,2.7,1.7,2.9,4.4,5.6,5.1,12.4,13.3,5.9,1.1,10.4,6.4,0.9
09/23/2022,12.92,0.03,1,11.68,11.24,12.65,12.61,13.79,14.78,16,20.54,14.75,10.98,11.7,9.69,11.89,9.54,11.6,0,0,0,0,0,0,0.09,0.71,0.03,0.02,0.04,0,0.02,0.03,0,0.23,0.44,0.56,0.47,0.96,2.12,3.59,6.43,1.02,0.98,0.77,0.4,1.37,0.83,0.96,349.7,0.7,27.1,64.1,62.1,57.7,42.4,43.1,38.9,24.9,16.4,204.4,144.9,90.9,17.4,93.3,85.9,13.9,0,0,0,0,0,0,0.1,0.6,0.4,0.3,0.3,0,0.1,0.3,0,1.3,2.4,2.6,1.6,3,5.6,5.6,5.1,14.1,13,6,0.7,10.7,7.4,1.1
09/24/2022,12.7,0.04,0.97,11.24,11.11,12.68,12.31,13.74,15.05,15.36,18.57,14.65,10.64,11.35,9.61,11.91,9.44,11.96,0,0,0,0,0,0,0.09,1.07,0.05,0.02,0.04,0,0.02,0.06,0,0.18,0.41,0.5,0.47,0.96,2.06,3.31,6.97,1.04,0.9,0.68,0.4,1.42,0.83,0.72,343.7,1,26.3,61.7,61.4,57.9,41.4,43,39.6,23.9,14.9,203,140.4,88.1,17.3,93.4,85,14.3,0,0,0,0,0,0,0.1,0.9,0.7,0.3,0.3,0,0.1,0.6,0,1,2.3,2.3,1.6,3,5.4,5.1,5.6,14.4,11.9,5.3,0.7,11.1,7.4,0.9
09/28/2022,11.98,0.07,0.86,10.33,9.61,12.21,12.91,13.69,13.31,15.08,17.32,13.4,10.48,9.6,9.37,11.15,9.25,11,0,0.03,0,0.04,0,0,0.28,1.43,0.08,0.05,0.06,0,0.07,0.1,0,0.21,0.36,0.41,0.55,0.46,1.63,2.94,7.32,0.9,0.81,0.52,0.08,1.15,0.9,1.08,324.3,1.9,23.1,56.7,53.1,55.7,43.4,42.9,35,23.4,13.9,185.7,138.3,74.6,16.9,87.4,83.3,13.1,0,0.1,0,0.1,0,0,0.4,1.1,1.1,0.7,0.4,0,0.6,0.9,0,1.1,2,1.9,1.9,1.4,4.3,4.6,5.9,12.4,10.7,4,0.1,9,8.1,1.3
10/25/2022,14.63,0.05,1.03,11.53,10.54,14.62,14.73,16.43,19.01,23.54,25.18,16.41,12.71,11.74,11.28,14.94,10.33,14.95,0,0,0,0,0,0.11,0.37,0.71,0.06,0.04,0,0.16,0.05,0.08,0,0.29,0.23,0.53,0.76,0.96,2.5,3.4,6.61,1.03,1.04,0.66,0.79,1.66,0.79,0.84,396,1.4,28,63.3,58.3,66.7,49.6,51.4,50,36.6,20.1,227.4,167.7,91.1,20.3,117.1,93,17.9,0,0,0,0,0,0.3,0.6,0.6,0.9,0.6,0,0.3,0.4,0.7,0,1.6,1.3,2.4,2.6,3,6.6,5.3,5.3,14.3,13.7,5.1,1.4,13,7.1,1
11/22/2022,15.57,0.02,1.29,12.28,10.44,16.09,15.58,18.76,19.94,22.62,30.18,17.4,13.59,13.15,11.04,16.08,11.1,14.47,0,0,0,0,0,0,0,0.71,0.03,0.01,0.02,0,0.04,0.02,0,0.16,0.49,0.75,0.64,1.46,1.96,4.51,11.43,1.28,1.31,0.92,0.79,1.86,1.05,0.96,421.4,0.6,35,67.4,57.7,73.4,52.4,58.7,52.4,35.1,24.1,241.1,179.4,102.1,19.9,126.1,99.9,17.3,0,0,0,0,0,0,0,0.6,0.4,0.1,0.1,0,0.3,0.1,0,0.9,2.7,3.4,2.1,4.6,5.1,7,9.1,17.7,17.3,7.1,1.4,14.6,9.4,1.1
12-12-2022,23.55,0.04,1.75,22.48,15.86,21.54,25.39,25.84,29.33,28.42,50.01,26.33,20.6,19.64,15.09,25.05,15.87,24.27,0,0,0,0,0,0,0.18,0.89,0.04,0.03,0.02,0,0.07,0.03,0,0.31,0.67,0.81,0.93,1.6,3.04,6.62,14.82,1.81,1.69,1.21,1.11,2.66,1.33,1.43,637.1,1,47.4,123.4,87.7,98.3,85.4,80.9,77.1,44.1,40,365,271.9,152.6,27.1,196.4,142.9,29,0,0,0,0,0,0,0.3,0.7,0.6,0.4,0.1,0,0.6,0.3,0,1.7,3.7,3.7,3.1,5,8,10.3,11.9,25.1,22.3,9.4,2,20.9,12,1.7
12/13/2022,23.25,0.05,1.77,22.14,16.15,21.26,24.97,25.88,27.81,29.25,46.97,26.04,20.29,20.1,13.74,24.04,16.4,22.84,0,0,0,0,0.05,0,0.18,1.07,0.06,0.03,0.04,0,0.09,0.03,0,0.31,0.7,0.78,0.85,1.6,2.99,7.08,15,1.79,1.74,1.23,1.11,2.66,1.37,1.43,629.1,1.3,47.9,121.6,89.3,97,84,81,73.1,45.4,37.6,361,267.9,156.1,24.7,188.6,147.6,27.3,0,0,0,0,0.1,0,0.3,0.9,0.9,0.4,0.3,0,0.7,0.3,0,1.7,3.9,3.6,2.9,5,7.9,11,12,24.9,23,9.6,2,20.9,12.3,1.7
12-11-2022,22.74,0.04,1.77,21.08,15.63,21.82,24.8,25.93,26.4,27.59,45.54,25.52,19.79,19.39,14.77,23.75,15.06,23.68,0,0,0.03,0,0,0,0.18,0.71,0.04,0.03,0.02,0,0.09,0.02,0,0.29,0.65,0.72,1.02,1.92,3.2,7.08,13.4,1.74,1.81,1.18,0.95,2.75,1.3,1.67,615.3,1,48,115.7,86.4,99.6,83.4,81.1,69.4,42.9,36.4,353.7,261.1,150.6,26.6,186.3,135.6,28.3,0,0,0.1,0,0,0,0.3,0.6,0.6,0.4,0.1,0,0.7,0.1,0,1.6,3.6,3.3,3.4,6,8.4,11,10.7,24.1,23.9,9.1,1.7,21.6,11.7,2
01/23/2023,13.75,0.04,1.03,18.16,8.5,11.46,12.4,14.42,16.13,18.12,19.47,14.52,12.84,13.48,8.74,14.95,8.19,13.87,0,0,0,0,0,0.05,0.18,0.89,0.06,0.02,0,0.08,0.02,0.1,0,0.16,0.49,0.44,0.76,1,1.96,4.23,6.07,1.01,1.04,0.64,0.64,1.84,0.59,0.36,372,1.1,27.9,99.7,47,52.3,41.7,45.1,42.4,28.1,15.6,201.3,169.4,104.7,15.7,117.3,73.7,16.6,0,0,0,0,0,0.1,0.3,0.7,0.9,0.3,0,0.1,0.1,0.9,0,0.9,2.7,2,2.6,3.1,5.1,6.6,4.9,14,13.7,5,1.1,14.4,5.3,0.4
01-09-2023,15.08,0.04,1.52,8.38,12.27,14.06,16.43,17.94,19.99,26.03,31.97,16.88,13.06,12.69,11.76,14.94,10.65,17.34,0,0,0.03,0,0,0.05,0.09,0.71,0.03,0.04,0.02,0,0.02,0.08,0,0.26,0.44,0.59,0.81,1.32,2.88,6.25,13.04,1.64,1.4,1.2,0.64,2.13,1.16,2.03,408,1,41.1,46,67.9,64.1,55.3,56.1,52.6,40.4,25.6,234,172.4,98.6,21.1,117.1,95.9,20.7,0,0,0.1,0,0,0.1,0.1,0.6,0.4,0.6,0.1,0,0.1,0.7,0,1.4,2.4,2.7,2.7,4.1,7.6,9.7,10.4,22.7,18.4,9.3,1.1,16.7,10.4,2.4
02-05-2023,12.3,0.04,0.81,18.5,8.22,10.64,10.78,11.64,10.97,15.45,14.65,13.86,10.65,12.32,8.9,14.14,6.68,13.99,0,0,0,0,0.05,0.11,0.09,0.71,0.05,0.03,0.04,0.08,0.04,0.03,0.12,0.34,0.23,0.47,0.34,0.91,1.52,3.22,4.64,0.75,0.88,0.66,0.87,1.22,0.52,0.6,332.9,1.1,22,101.6,45.4,48.6,36.3,36.4,28.9,24,11.7,192.1,140.6,95.7,16,110.9,60.1,16.7,0,0,0,0,0.1,0.3,0.1,0.6,0.7,0.4,0.3,0.1,0.3,0.3,0.1,1.9,1.3,2.1,1.1,2.9,4,5,3.7,10.4,11.6,5.1,1.6,9.6,4.7,0.7
03/23/2023,8.02,0.04,0.72,9.11,5.74,7.08,7.56,8.26,9.18,10.58,14.11,8.84,7.14,7.52,6.43,8.25,5.16,9.09,0,0,0.03,0,0,0,0.28,0.54,0.02,0.05,0,0,0.04,0.08,0,0.21,0.26,0.38,0.59,0.73,0.81,2.48,6.25,0.69,0.76,0.55,0.48,1.13,0.49,0.48,217.1,1,19.6,50,31.7,32.3,25.4,25.9,24.1,16.4,11.3,122.6,94.3,58.4,11.6,64.7,46.4,10.9,0,0,0.1,0,0,0,0.4,0.4,0.3,0.7,0,0,0.3,0.7,0,1.1,1.4,1.7,2,2.3,2.1,3.9,5,9.6,10,4.3,0.9,8.9,4.4,0.6
03-05-2023,12.29,0.06,0.91,13.79,8.16,10.58,12.87,12.32,14.07,17.29,22.15,13.67,10.82,10.58,8.26,13.93,7.78,14.23,0,0,0,0.08,0,0.16,0.28,0.71,0.04,0.09,0.06,0,0.07,0.08,0,0.1,0.34,0.38,0.72,1.14,1.2,3.31,7.68,0.9,0.92,0.53,0.24,1.37,0.67,1.55,332.6,1.7,24.6,75.7,45.1,48.3,43.3,38.6,37,26.9,17.7,189.4,142.9,82.1,14.9,109.3,70,17,0,0,0,0.3,0,0.4,0.4,0.6,0.6,1.1,0.4,0,0.6,0.7,0,0.6,1.9,1.7,2.4,3.6,3.1,5.1,6.1,12.4,12.1,4.1,0.4,10.7,6,1.9
03/13/2023,10.16,0.02,0.74,10.9,6.92,8.33,10.91,12,12.77,11.68,15.9,11,9.23,10.08,6.04,10.75,6.44,11.96,0,0,0,0,0.05,0,0,0.36,0,0.03,0.04,0,0,0.02,0,0.16,0.16,0.38,0.59,0.82,1.9,2.21,4.64,0.6,0.9,0.59,0.4,1.09,0.52,0.84,274.9,0.4,20.1,59.9,38.3,38,36.7,37.6,33.6,18.1,12.7,152.4,121.9,78.3,10.9,84.3,58,14.3,0,0,0,0,0.1,0,0,0.3,0,0.4,0.3,0,0,0.1,0,0.9,0.9,1.7,2,2.6,5,3.4,3.7,8.3,11.9,4.6,0.7,8.6,4.7,1
03/14/2023,9.88,0.02,0.68,10.33,6.85,8.08,10.32,12.69,12.17,11.22,15.18,10.61,9.09,9.27,6.04,10.93,6.41,11.96,0,0,0,0,0.05,0,0,0.36,0,0.03,0.04,0,0,0.02,0,0.13,0.13,0.31,0.47,0.82,1.9,1.84,4.47,0.54,0.83,0.66,0.4,0.95,0.43,0.6,267.4,0.4,18.4,56.7,37.9,36.9,34.7,39.7,32,17.4,12.1,147,120,72,10.9,85.7,57.7,14.3,0,0,0,0,0.1,0,0,0.3,0,0.4,0.3,0,0,0.1,0,0.7,0.7,1.4,1.6,2.6,5,2.9,3.6,7.4,11,5.1,0.7,7.4,3.9,0.7
03/15/2023,9.58,0.02,0.68,10.43,6.59,8.17,10.06,11.73,11.35,11.04,13.22,10.28,8.82,8.83,5.56,10.78,6.3,11.12,0,0,0,0,0,0,0,0.54,0.01,0.02,0.02,0,0,0.02,0,0.18,0.16,0.38,0.51,0.82,1.68,1.93,3.93,0.56,0.81,0.72,0.4,0.95,0.4,0.6,259.1,0.4,18.4,57.3,36.4,37.3,33.9,36.7,29.9,17.1,10.6,142.4,116.4,68.6,10,84.6,56.7,13.3,0,0,0,0,0,0,0,0.4,0.1,0.3,0.1,0,0,0.1,0,1,0.9,1.7,1.7,2.6,4.4,3,3.1,7.7,10.7,5.6,0.7,7.4,3.6,0.7
03-04-2023,12.49,0.07,0.89,14.03,8.5,10.89,12.91,12.37,14.12,17.29,22.68,13.95,10.94,10.71,8.58,13.93,7.89,14.59,0,0,0,0.08,0.05,0.16,0.28,0.89,0.04,0.11,0.06,0,0.07,0.11,0,0.18,0.28,0.34,0.76,1.14,1.03,3.22,7.68,0.83,0.95,0.61,0.16,1.31,0.67,1.43,338,2,24.1,77,47,49.7,43.4,38.7,37.1,26.9,18.1,193.4,144.4,83.1,15.4,109.3,71,17.4,0,0,0,0.3,0.1,0.4,0.4,0.7,0.6,1.4,0.4,0,0.6,1,0,1,1.6,1.6,2.6,3.6,2.7,5,6.1,11.6,12.6,4.7,0.3,10.3,6,1.7
04-10-2023,6,0.02,0.54,4.42,4.31,5.7,5.65,5.93,9.13,10.39,13.22,6.6,5.37,4.47,4.85,6.61,4.44,6.58,0,0,0,0,0,0.05,0,0.36,0.01,0.02,0.02,0,0.02,0.02,0,0.08,0.1,0.38,0.25,0.59,1.41,2.02,3.04,0.63,0.45,0.29,0.48,1.11,0.27,0.12,162.4,0.4,14.7,24.3,23.9,26,19,18.6,24,16.1,10.6,91.4,70.9,34.7,8.7,51.9,40,7.9,0,0,0,0,0,0.1,0,0.3,0.1,0.3,0.1,0,0.1,0.1,0,0.4,0.6,1.7,0.9,1.9,3.7,3.1,2.4,8.7,6,2.3,0.9,8.7,2.4,0.1
04/27/2023,4.94,0.02,0.42,5.57,2.84,4.45,4.88,5.34,5.43,6.9,11.07,5.25,4.6,4.14,3.97,4.97,3.37,6.1,0,0,0,0,0.05,0,0,0.36,0.03,0,0.02,0,0.02,0.02,0,0.08,0.08,0.13,0.38,0.59,0.76,1.47,3.21,0.33,0.52,0.39,0.08,0.6,0.25,0.84,133.6,0.4,11.4,30.6,15.7,20.3,16.4,16.7,14.3,10.7,8.9,72.7,60.7,32.1,7.1,39,30.3,7.3,0,0,0,0,0.1,0,0,0.3,0.4,0,0.1,0,0.1,0.1,0,0.4,0.4,0.6,1.3,1.9,2,2.3,2.6,4.6,6.9,3,0.1,4.7,2.3,1
05/13/2023,4.8,0.01,0.43,5.52,3.28,3.94,4.2,4.61,6.14,6.81,10.18,5.47,4.08,3.37,2.94,4.92,3.11,4.3,0,0,0,0,0,0,0,0.36,0,0.02,0,0,0,0.03,0,0.08,0.08,0.19,0.17,0.27,1.03,1.75,3.93,0.37,0.5,0.42,0.08,0.69,0.27,0.12,129.9,0.3,11.7,30.3,18.1,18,14.1,14.4,16.1,10.6,8.1,75.9,53.9,26.1,5.3,38.6,28,5.1,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0.3,0,0.4,0.4,0.9,0.6,0.9,2.7,2.7,3.1,5.1,6.6,3.3,0.1,5.4,2.4,0.1
05/17/2023,3.8,0.02,0.39,3.43,3.02,2.97,3.86,3.2,4.51,7.17,9.47,4.42,3.13,2.94,1.99,4.24,2.75,3.23,0,0,0,0,0,0,0,0.71,0.01,0.03,0.02,0,0,0.05,0,0.05,0.16,0.19,0.25,0.23,1.09,1.2,2.86,0.28,0.51,0.33,0,0.64,0.27,0.24,102.7,0.6,10.6,18.9,16.7,13.6,13,10,11.9,11.1,7.6,61.3,41.3,22.9,3.6,33.3,24.7,3.9,0,0,0,0,0,0,0,0.6,0.1,0.4,0.1,0,0,0.4,0,0.3,0.9,0.9,0.9,0.7,2.9,1.9,2.3,3.9,6.7,2.6,0,5,2.4,0.3
05/18/2023,3.37,0.02,0.36,2.97,2.69,2.82,3.1,3.15,4.07,6.71,7.32,3.88,2.84,2.81,1.91,3.72,2.52,2.75,0,0,0,0,0,0,0,0.71,0.01,0.03,0.02,0,0,0.05,0,0.08,0.16,0.16,0.17,0.27,0.98,1.2,2.32,0.25,0.48,0.29,0.08,0.55,0.27,0.24,91.3,0.6,9.7,16.3,14.9,12.9,10.4,9.9,10.7,10.4,5.9,53.7,37.4,21.9,3.4,29.1,22.7,3.3,0,0,0,0,0,0,0,0.6,0.1,0.4,0.1,0,0,0.4,0,0.4,0.9,0.7,0.6,0.9,2.6,1.9,1.9,3.4,6.3,2.3,0.1,4.3,2.4,0.3
05-10-2023,4.87,0.01,0.39,5.98,3.2,4.51,3.86,5.25,5.43,5.79,10,5.69,3.99,3.35,3.81,4.5,3.32,5.5,0,0,0,0,0,0,0,0.36,0,0.02,0,0,0,0.03,0,0.13,0.05,0.13,0.04,0.32,0.71,1.66,4.29,0.37,0.41,0.31,0.08,0.6,0.29,0.36,131.9,0.3,10.6,32.9,17.7,20.6,13,16.4,14.3,9,8,78.9,52.7,26,6.9,35.3,29.9,6.6,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0.3,0,0.7,0.3,0.6,0.1,1,1.9,2.6,3.4,5.1,5.4,2.4,0.1,4.7,2.6,0.4
05-12-2023,4.87,0.02,0.42,5.52,3.28,4.04,4.29,4.79,6.25,6.9,10.36,5.53,4.16,3.38,3.18,4.92,3.13,4.9,0,0,0,0,0,0,0,0.54,0,0.03,0,0,0,0.05,0,0.08,0.1,0.13,0.21,0.37,0.92,1.56,3.75,0.33,0.51,0.39,0.08,0.69,0.25,0.12,131.7,0.4,11.3,30.3,18.1,18.4,14.4,15,16.4,10.7,8.3,76.7,54.9,26.3,5.7,38.6,28.1,5.9,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0.4,0,0.4,0.6,0.6,0.7,1.1,2.4,2.4,3,4.6,6.7,3,0.1,5.4,2.3,0.1
04/28/2023,5.11,0.02,0.43,5.28,3.13,4.54,4.88,5.84,6.14,7.17,11.43,5.33,4.86,3.95,3.81,5.21,3.59,6.94,0,0,0.03,0,0.05,0,0,0.18,0.03,0,0.02,0.08,0.02,0,0,0.05,0.1,0.19,0.3,0.64,0.65,1.47,3.75,0.3,0.57,0.39,0,0.58,0.27,1.2,138.1,0.4,11.7,29,17.3,20.7,16.4,18.3,16.1,11.1,9.1,73.9,64.1,30.7,6.9,40.9,32.3,8.3,0,0,0.1,0,0.1,0,0,0.1,0.4,0,0.1,0.1,0.1,0,0,0.3,0.6,0.9,1,2,1.7,2.3,3,4.1,7.6,3,0,4.6,2.4,1.4
04/29/2023,5.06,0.02,0.44,5.23,3.46,4.76,4.71,5.61,6.14,6.53,9.64,5.37,4.74,4.05,3.65,5.43,3.21,7.06,0,0,0.03,0,0.05,0,0,0.18,0.03,0,0.02,0.08,0.02,0,0,0.03,0.1,0.22,0.38,0.64,0.6,1.47,3.93,0.32,0.57,0.4,0,0.6,0.27,1.2,137,0.4,12,28.7,19.1,21.7,15.9,17.6,16.1,10.1,7.7,74.4,62.6,31.4,6.6,42.6,28.9,8.4,0,0,0.1,0,0.1,0,0,0.1,0.4,0,0.1,0.1,0.1,0,0,0.1,0.6,1,1.3,2,1.6,2.3,3.1,4.4,7.6,3.1,0,4.7,2.4,1.4
04/30/2023,5.05,0.01,0.45,5.28,3.38,4.7,4.71,5.84,6.08,6.07,9.82,5.34,4.74,3.9,3.65,5.52,3.3,6.34,0,0,0.03,0,0.05,0,0,0,0.02,0,0,0.08,0.02,0,0,0.03,0.1,0.22,0.42,0.68,0.54,1.29,4.29,0.33,0.57,0.39,0,0.62,0.3,1.08,136.6,0.3,12.1,29,18.7,21.4,15.9,18.3,16,9.4,7.9,74,62.6,30.3,6.6,43.3,29.7,7.6,0,0,0.1,0,0.1,0,0,0,0.3,0,0,0.1,0.1,0,0,0.1,0.6,1,1.4,2.1,1.4,2,3.4,4.6,7.6,3,0,4.9,2.7,1.3
05/29/2023,2.5,0.01,0.27,2.13,1.96,2.82,2,2.33,2.72,4.41,5.18,2.73,2.25,1.82,2.54,2.13,2.21,3.95,0,0,0,0,0,0,0,0.18,0.01,0,0,0,0.02,0,0,0.13,0.03,0.06,0.25,0.18,0.38,1.56,1.61,0.27,0.27,0.06,0.24,0.38,0.3,0.6,67.6,0.1,7.3,11.7,10.9,12.9,6.7,7.3,7.1,6.9,4.1,37.9,29.7,14.1,4.6,16.7,19.9,4.7,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0.7,0.1,0.3,0.9,0.6,1,2.4,1.3,3.7,3.6,0.4,0.4,3,2.7,0.7
05/30/2023,2.43,0.01,0.27,2.03,1.81,2.94,1.95,2.28,2.66,4.14,5.18,2.7,2.15,1.91,2.38,2.08,2.02,3.71,0,0,0,0,0,0,0,0.18,0.01,0,0,0,0.02,0,0,0.13,0.03,0.09,0.25,0.18,0.38,1.66,1.43,0.26,0.29,0.06,0.4,0.38,0.3,0.48,65.9,0.1,7.4,11.1,10,13.4,6.6,7.1,7,6.4,4.1,37.4,28.4,14.9,4.3,16.3,18.1,4.4,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0.7,0.1,0.4,0.9,0.6,1,2.6,1.1,3.6,3.9,0.4,0.7,3,2.7,0.6
